ProductName,Price,Image,OS,Processor,Graphics,Display,Memory ,Storage
Latitude 5450 Laptop,Dell Price CAD $1559.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-5450-laptop/mg/notebook-latitude-14-5450t-ir-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155U,Intel Integrated Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5450 Laptop,Dell Price CAD $1679.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U  vPro,Intel CoreTM Ultra 5 135U vPro processor with Integrated Intel Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5450 Laptop,Dell Price CAD $2039.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,14.0-in. touch display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5450 Laptop,Dell Price CAD $1579.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-5450-laptop/mg/notebook-latitude-14-5450t-ir-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,14.0-in. touch display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5440 Laptop,CAD $3292.74,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,13th Gen Intel CoreTM i7-1365U vPro,Intel Integrated Graphics,14.0-in. touch display Full HD (1920X1080),16 GB DDR4,512 GB SSD
Latitude 7650 Laptop,Dell Price CAD $2219.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-16-7650-laptop/mg/laptop-latitude-16-7650-fhd-ir-wwan-fpr-gy-gallery-3.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155U,Intel Integrated Graphics,16.0-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
Latitude 5350 Laptop,CAD $2253.35,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,13.3-in. touch display Full HD (1920X1080),16 GB LPDDR5X,256 GB SSD
Latitude 5450 Laptop,CAD $1970.23,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-5450-laptop/mg/notebook-latitude-14-5450t-ir-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155U,Intel Integrated Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5450 Laptop,CAD $2273.38,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5450 Laptop,Dell Price CAD $1539.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-5450-laptop/mg/notebook-latitude-14-5450t-ir-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 7650 Laptop,Dell Price CAD $1979.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U vPro,Intel Integrated Graphics,16.0-in. display Full HD+ (1920X1200),16 GB LPDDR5X,256 GB SSD
Latitude 5450 Laptop,CAD $2162.20,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U  vPro,Intel CoreTM Ultra 5 135U vPro processor with Integrated Intel Graphics,14.0-in. touch display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 5350 Laptop,CAD $1663.08,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-13-5350-laptop-2-in-1/mg/non-touch/laptop-latitude-13-5350-nt-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,13.3-in. display Full HD (1920X1080),16 GB LPDDR5X,256 GB SSD
Latitude 7650 Laptop,CAD $2804.12,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165H  vPro,Integrated Intel ArcTM graphics  CoreTM Ultra 7 165H vPRO Processor  16GB LPDDR5x Memory,16.0-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
Latitude 5450 Laptop,Dell Price CAD $1659.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U  vPro,Intel CoreTM Ultra 5 135U vPro processor with Integrated Intel Graphics,14.0-in. touch display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5440 Laptop,CAD $2330.31,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,13th Gen Intel CoreTM i5-1345U  vPro,Intel Integrated Graphics,14.0-in. display Full HD (1920X1280),16 GB DDR4,256 GB SSD
Latitude 7650 Laptop,Dell Price CAD $2009.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-16-7650-laptop/mg/laptop-latitude-16-7650-fhd-ir-wwan-fpr-gy-gallery-3.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 135U vPro,Intel Integrated Graphics,16.0-in. display Full HD+ (1920X1200),16 GB LPDDR5X,256 GB SSD
Latitude 5350 Laptop,CAD $1962.17,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U  vPro,Intel Integrated Graphics,13.3-in. display Full HD (1920X1080),16 GB LPDDR5X,512 GB SSD
Latitude 7350 Laptop,Dell Price CAD $2299.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,13.3-in. touch display Full HD+ (1920X1200),16 GB LPDDR5X,256 GB SSD
Latitude 7450 Laptop,Dell Price CAD $1889.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U vPro,Intel Integrated Graphics,14.0-in. display Full HD+ (1920X1200),16 GB LPDDR5X,256 GB SSD
Latitude 7450 Laptop,Dell Price CAD $2129.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-7450-laptop-2-in-1/mg/notebook-latitude-14-7450-t-gray-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155U,Intel Integrated Graphics,14.0-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
Latitude 7450 Laptop,Dell Price CAD $1719.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U vPro,Intel Integrated Graphics,14.0-in. display Full HD+ (1920X1200),16 GB LPDDR5X,256 GB SSD
Latitude 7450 Laptop,CAD $2794.15,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165H  vPro,Intel ArcTM Graphics,14.0-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
Latitude 7450 Laptop,CAD $2419.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-7450-laptop-2-in-1/mg/notebook-latitude-14-7450-t-gray-gallery-20.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,14.0-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
Latitude 7450 Laptop,Dell Price CAD $2279.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,14.0-in. touch display Full HD+ (1920X1200),16 GB LPDDR5X,256 GB SSD
Latitude 7350 Laptop,CAD $2124.91,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-13-7350-laptop-2-in-1/mg/gray/notebook-latitude-13-7350-t-gray-gallery-3.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 135U vPro,Intel Integrated Graphics,13.3-in. display Full HD+ (1920X1200),16 GB LPDDR5X,256 GB SSD
Latitude 7350 Laptop,CAD $2249.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U vPro,Intel Integrated Graphics,13.3-in. display Full HD+ (1920X1200),16 GB LPDDR5X,256 GB SSD
Latitude 7450 Laptop,CAD $2614.79,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,14.0-in. display Full HD+ (1920X1200),16 GB LPDDR5X,256 GB SSD
Latitude 7350 Laptop,Dell Price CAD $1879.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U vPro,Intel Integrated Graphics,13.3-in. touch display Full HD+ (1920X1200),16 GB LPDDR5X,256 GB SSD
XPS 14 Laptop,Dell Price CAD $1999.99,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Home,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,14.5-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
Latitude 7350 Laptop,Dell Price CAD $2359.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,13.3-in. touch display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
Latitude 7350 Laptop,Dell Price CAD $2129.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-13-7350-laptop-2-in-1/mg/gray/notebook-latitude-13-7350-t-gray-gallery-3.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155U,Intel Integrated Graphics,13.3-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
XPS 14 Laptop,Dell Price CAD $2599.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4050,14.5-in. display Full HD+ (1920X1200),16 GB LPDDR5X,1 TB SSD
XPS 14 Laptop,Dell Price CAD $2049.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,14.5-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
XPS 14 Laptop,Dell Price CAD $2599.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Home,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4050,14.5-in. display Full HD+ (1920X1200),16 GB LPDDR5X,1 TB SSD
XPS 14 Laptop,Dell Price CAD $1999.99,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Home,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,14.5-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
XPS 15 Laptop,Dell Price CAD $1579.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/xps-15-9530/media-gallery/touch-black/notebook-xps-15-9530-t-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i7-13620H,Intel ArcTM Graphics A370M,15.6-in. display Full HD+ (1920X1200),16 GB DDR5,1 TB SSD
XPS 14 Laptop,Dell Price CAD $2049.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,14.5-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
XPS 13 Laptop,Dell Price CAD $1449.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/13-9340/media-gallery/gray/touch-oled/notebook-xps-13-9340-t-oled-gy-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,13.4-in. display 3K (2880X1800) OLED,16 GB LPDDR5X,512 GB SSD
XPS 16 Laptop,Dell Price CAD $2849.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4050,16.3-in. display Full HD+ (1920X1200),16 GB LPDDR5X,1 TB SSD
Latitude 3550 Laptop,Dell Price CAD $1830.29,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-3550-laptop/mg/notebook-latitude-15-3550-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-1355U,Intel Iris Xe or UHD Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 3450 Laptop,Dell Price CAD $1329.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-3450-laptop/mg/notebook-latitude-14-3450-t-dgpu-ir-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-1355U,Intel Iris Xe or UHD Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 3450 Laptop,Dell Price CAD $1419.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-3450-laptop/mg/notebook-latitude-14-3450-t-dgpu-ir-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-1355U,Intel Iris Xe or UHD Graphics,14.0-in. touch display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 3550 Laptop,Dell Price CAD $1149.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-3550-laptop/mg/notebook-latitude-15-3550-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-1335U,Intel Iris Xe or UHD Graphics,15.6-in. touch display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 3450 Laptop,CAD $1489.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-3450-laptop/mg/notebook-latitude-14-3450-t-dgpu-ir-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-1355U,Intel Iris Xe or UHD Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 3550 Laptop,Dell Price CAD $1359.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-3550-laptop/mg/notebook-latitude-15-3550-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-1355U,Intel Iris Xe or UHD Graphics,15.6-in. touch display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 3450 Laptop,Dell Price CAD $1239.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-3450-laptop/mg/notebook-latitude-14-3450-t-dgpu-ir-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-1335U,Intel Iris Xe or UHD Graphics,14.0-in. touch display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 3450 Laptop,Dell Price CAD $1149.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-3450-laptop/mg/notebook-latitude-14-3450-t-dgpu-ir-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-1335U,Intel Iris Xe or UHD Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 3450 Laptop,Dell Price CAD $1119.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-3450-laptop/mg/notebook-latitude-14-3450-t-dgpu-ir-gray-gallery-12.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-1335U,Intel Iris Xe or UHD Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 3550 Laptop,Dell Price CAD $1149.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-3550-laptop/mg/notebook-latitude-15-3550-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-1335U,Intel Iris Xe or UHD Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Latitude 3550 Laptop,Dell Price CAD $1199.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-3550-laptop/mg/notebook-latitude-15-3550-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-1335U,Intel Iris Xe or UHD Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 3550 Laptop,Dell Price CAD $1299.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-3550-laptop/mg/notebook-latitude-15-3550-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-1355U,Intel Iris Xe or UHD Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 7640 Laptop,CAD $2074.79,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,13th Gen Intel CoreTM i7-1365U vPro,Intel Iris Xe,16.0-in. display Full HD (1920X1200),16 GB LPDDR5,256 GB SSD
XPS 15 Laptop,CAD $1859.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/xps-15-9530/media-gallery/touch-black/notebook-xps-15-9530-t-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-13620H,Intel Iris Xe Graphics,15.6-in. display Full HD+ (1920X1200),16 GB DDR5,512 GB SSD
XPS 16 Laptop,CAD $2949.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4050,16.3-in. display Full HD+ (1920X1200),16 GB LPDDR5X,1 TB SSD
XPS 16 Laptop,CAD $3059.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4050,16.3-in. display Full HD+ (1920X1200),16 GB LPDDR5X,1 TB SSD
XPS 16 Laptop,CAD $2299.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Home,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,16.3-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
XPS 13 Laptop,CAD $1858.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/13-9340/media-gallery/silver/touch/notebook-xps-13-9340-t-sl-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Ubuntu Linux 22.04 LTS,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,13.4-in. display 3K (2880X1800) OLED,16 GB LPDDR5X,512 GB SSD
XPS 14 Laptop,CAD $2809.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4050,14.5-in. display Full HD+ (1920X1200),16 GB LPDDR5X,1 TB SSD
